temperature[F],precipitation[cm/hour],wind[km/hour],i,j,duration[min]
80.1,4.65,1.57,4,7,11.87
80.1,4.65,1.57,4,8,11.38
80.1,4.65,1.57,4,10,7.52
80.1,4.65,1.57,5,6,15.41
80.1,4.65,1.57,5,9,16.81
80.1,4.65,1.57,7,8,13.7
80.1,4.65,1.57,7,10,7.95
80.1,4.65,1.57,8,10,5.87
24.6,15.02,2.32,0,1,11.3
24.6,15.02,2.32,0,2,31.19
24.6,15.02,2.32,0,3,6.15
24.6,15.02,2.32,0,5,26.59
24.6,15.02,2.32,0,7,24.01
24.6,15.02,2.32,0,8,18.02
24.6,15.02,2.32,0,9,18.02
24.6,15.02,2.32,0,10,20.29
24.6,15.02,2.32,1,2,22.0
24.6,15.02,2.32,1,3,13.61
24.6,15.02,2.32,1,5,27.24
24.6,15.02,2.32,1,7,27.7
24.6,15.02,2.32,1,8,23.56
24.6,15.02,2.32,1,9,7.04
24.6,15.02,2.32,1,10,24.93
24.6,15.02,2.32,2,7,18.68
24.6,15.02,2.32,2,9,17.66
24.6,15.02,2.32,2,10,33.54
24.6,15.02,2.32,3,5,23.42
24.6,15.02,2.32,3,6,27.68
24.6,15.02,2.32,3,8,18.9
24.6,15.02,2.32,3,9,17.41
24.6,15.02,2.32,3,10,28.08
24.6,15.02,2.32,4,7,17.27
24.6,15.02,2.32,4,8,19.96
24.6,15.02,2.32,4,10,12.0
24.6,15.02,2.32,5,6,26.91
24.6,15.02,2.32,5,9,24.54
24.6,15.02,2.32,7,8,18.01
24.6,15.02,2.32,7,10,11.72
24.6,15.02,2.32,8,10,8.88
77.6,40.28,1.28,0,1,9.31
77.6,40.28,1.28,0,2,27.69
77.6,40.28,1.28,0,3,5.1
77.6,40.28,1.28,0,5,22.53
77.6,40.28,1.28,0,7,23.57
77.6,40.28,1.28,0,8,14.74
77.6,40.28,1.28,0,9,15.49
77.6,40.28,1.28,0,10,14.5
77.6,40.28,1.28,1,2,19.92
77.6,40.28,1.28,1,3,11.99
77.6,40.28,1.28,1,5,18.6
77.6,40.28,1.28,1,7,21.42
77.6,40.28,1.28,1,8,21.66
77.6,40.28,1.28,1,9,5.57
77.6,40.28,1.28,1,10,23.19
77.6,40.28,1.28,2,7,16.59
77.6,40.28,1.28,2,9,15.61
77.6,40.28,1.28,2,10,26.84
77.6,40.28,1.28,3,5,20.03
77.6,40.28,1.28,3,6,25.19
77.6,40.28,1.28,3,8,13.74
77.6,40.28,1.28,3,9,14.19
77.6,40.28,1.28,3,10,21.97
77.6,40.28,1.28,4,7,14.54
77.6,40.28,1.28,4,8,16.33
77.6,40.28,1.28,4,10,9.31
77.6,40.28,1.28,5,6,16.94
77.6,40.28,1.28,5,9,21.21
77.6,40.28,1.28,7,8,15.57
77.6,40.28,1.28,7,10,9.5
77.6,40.28,1.28,8,10,7.25
66.3,42.4,4.17,0,1,14.1
66.3,42.4,4.17,0,2,36.99
66.3,42.4,4.17,0,3,7.57
66.3,42.4,4.17,0,5,34.67
66.3,42.4,4.17,0,7,29.8
66.3,42.4,4.17,0,8,23.4
66.3,42.4,4.17,0,9,25.41
66.3,42.4,4.17,0,10,22.76
66.3,42.4,4.17,1,2,25.51
66.3,42.4,4.17,1,3,16.31
66.3,42.4,4.17,1,5,28.06
66.3,42.4,4.17,1,7,31.25
66.3,42.4,4.17,1,8,31.94
66.3,42.4,4.17,1,9,9.4
66.3,42.4,4.17,1,10,31.26
66.3,42.4,4.17,2,7,23.2
66.3,42.4,4.17,2,9,22.62
66.3,42.4,4.17,2,10,40.46
66.3,42.4,4.17,3,5,24.75
66.3,42.4,4.17,3,6,36.96
66.3,42.4,4.17,3,8,19.72
66.3,42.4,4.17,3,9,21.97
66.3,42.4,4.17,3,10,31.5
66.3,42.4,4.17,4,7,23.63
66.3,42.4,4.17,4,8,24.93
66.3,42.4,4.17,4,10,14.64
66.3,42.4,4.17,5,6,29.55
66.3,42.4,4.17,5,9,28.89
66.3,42.4,4.17,7,8,26.33
66.3,42.4,4.17,7,10,15.26
66.3,42.4,4.17,8,10,10.49
62.5,4.32,2.5,0,1,7.0
62.5,4.32,2.5,0,2,18.23
62.5,4.32,2.5,0,3,5.19
62.5,4.32,2.5,0,5,21.67
62.5,4.32,2.5,0,7,15.4
62.5,4.32,2.5,0,8,12.7
62.5,4.32,2.5,0,9,15.13
62.5,4.32,2.5,0,10,15.78
62.5,4.32,2.5,1,2,14.2
62.5,4.32,2.5,1,3,9.32
62.5,4.32,2.5,1,5,18.3
62.5,4.32,2.5,1,7,16.94
62.5,4.32,2.5,1,8,17.55
62.5,4.32,2.5,1,9,5.1
62.5,4.32,2.5,1,10,15.66
62.5,4.32,2.5,2,7,12.16
62.5,4.32,2.5,2,9,12.78
62.5,4.32,2.5,2,10,24.61
62.5,4.32,2.5,3,5,15.7
62.5,4.32,2.5,3,6,17.27
62.5,4.32,2.5,3,8,12.49
62.5,4.32,2.5,3,9,11.29
62.5,4.32,2.5,3,10,15.84
62.5,4.32,2.5,4,7,11.66
62.5,4.32,2.5,4,8,12.87
62.5,4.32,2.5,4,10,9.42
62.5,4.32,2.5,5,6,19.64
62.5,4.32,2.5,5,9,16.82
62.5,4.32,2.5,7,8,14.12
62.5,4.32,2.5,7,10,7.8
62.5,4.32,2.5,8,10,5.94
25.8,56.66,4.9,0,1,17.54
25.8,56.66,4.9,0,2,52.57
25.8,56.66,4.9,0,3,10.69
25.8,56.66,4.9,0,5,46.5
25.8,56.66,4.9,0,7,41.47
25.8,56.66,4.9,0,8,30.85
25.8,56.66,4.9,0,9,34.15
25.8,56.66,4.9,0,10,33.75
25.8,56.66,4.9,1,2,39.43
25.8,56.66,4.9,1,3,25.47
25.8,56.66,4.9,1,5,45.78
25.8,56.66,4.9,1,7,49.34
25.8,56.66,4.9,1,8,41.2
25.8,56.66,4.9,1,9,12.06
25.8,56.66,4.9,1,10,45.1
25.8,56.66,4.9,2,7,36.62
25.8,56.66,4.9,2,9,29.52
25.8,56.66,4.9,2,10,55.68
25.8,56.66,4.9,3,5,38.75
25.8,56.66,4.9,3,6,50.17
25.8,56.66,4.9,3,8,31.42
25.8,56.66,4.9,3,9,27.73
25.8,56.66,4.9,3,10,45.18
25.8,56.66,4.9,4,7,30.67
25.8,56.66,4.9,4,8,32.81
25.8,56.66,4.9,4,10,22.82
25.8,56.66,4.9,5,6,39.21
25.8,56.66,4.9,5,9,44.79
25.8,56.66,4.9,7,8,37.05
25.8,56.66,4.9,7,10,18.99
25.8,56.66,4.9,8,10,16.43
90.2,46.81,1.71,0,1,10.37
90.2,46.81,1.71,0,2,29.1
90.2,46.81,1.71,0,3,5.86
90.2,46.81,1.71,0,5,23.15
90.2,46.81,1.71,0,7,25.56
90.2,46.81,1.71,0,8,16.19
90.2,46.81,1.71,0,9,18.48
90.2,46.81,1.71,0,10,17.28
90.2,46.81,1.71,1,2,21.41
90.2,46.81,1.71,1,3,13.64
90.2,46.81,1.71,1,5,20.6
90.2,46.81,1.71,1,7,22.34
90.2,46.81,1.71,1,8,22.29
90.2,46.81,1.71,1,9,7.03
90.2,46.81,1.71,1,10,26.08
90.2,46.81,1.71,2,7,21.49
90.2,46.81,1.71,2,9,17.22
90.2,46.81,1.71,2,10,33.12
90.2,46.81,1.71,3,5,24.53
90.2,46.81,1.71,3,6,24.79
90.2,46.81,1.71,3,8,16.2
90.2,46.81,1.71,3,9,16.84
90.2,46.81,1.71,3,10,27.77
90.2,46.81,1.71,4,7,17.13
90.2,46.81,1.71,4,8,16.66
90.2,46.81,1.71,4,10,10.68
90.2,46.81,1.71,5,6,22.06
90.2,46.81,1.71,5,9,24.67
90.2,46.81,1.71,7,8,16.67
90.2,46.81,1.71,7,10,10.67
90.2,46.81,1.71,8,10,8.31
19.9,15.74,2.47,0,1,9.86
19.9,15.74,2.47,0,2,31.88
19.9,15.74,2.47,0,3,7.64
19.9,15.74,2.47,0,5,27.98
19.9,15.74,2.47,0,7,27.07
19.9,15.74,2.47,0,8,18.2
19.9,15.74,2.47,0,9,19.7
19.9,15.74,2.47,0,10,22.33
19.9,15.74,2.47,1,2,24.46
19.9,15.74,2.47,1,3,14.89
19.9,15.74,2.47,1,5,25.29
19.9,15.74,2.47,1,7,25.73
19.9,15.74,2.47,1,8,27.48
19.9,15.74,2.47,1,9,8.33
19.9,15.74,2.47,1,10,23.82
19.9,15.74,2.47,2,7,22.68
19.9,15.74,2.47,2,9,20.8
19.9,15.74,2.47,2,10,29.68
19.9,15.74,2.47,3,5,22.43
19.9,15.74,2.47,3,6,26.04
19.9,15.74,2.47,3,8,21.02
19.9,15.74,2.47,3,9,17.86
19.9,15.74,2.47,3,10,24.37
19.9,15.74,2.47,4,7,18.17
19.9,15.74,2.47,4,8,18.96
19.9,15.74,2.47,4,10,12.88
19.9,15.74,2.47,5,6,25.98
19.9,15.74,2.47,5,9,26.91
19.9,15.74,2.47,7,8,19.09
19.9,15.74,2.47,7,10,12.29
19.9,15.74,2.47,8,10,8.68
74.6,41.21,3.4,0,1,12.66
74.6,41.21,3.4,0,2,33.2
74.6,41.21,3.4,0,3,7.82
74.6,41.21,3.4,0,5,27.74
74.6,41.21,3.4,0,7,31.43
74.6,41.21,3.4,0,8,22.52
74.6,41.21,3.4,0,9,21.48
74.6,41.21,3.4,0,10,20.62
74.6,41.21,3.4,1,2,25.31
74.6,41.21,3.4,1,3,15.54
74.6,41.21,3.4,1,5,29.01
74.6,41.21,3.4,1,7,32.25
74.6,41.21,3.4,1,8,26.51
74.6,41.21,3.4,1,9,8.81
74.6,41.21,3.4,1,10,29.8
74.6,41.21,3.4,2,7,23.92
74.6,41.21,3.4,2,9,18.08
74.6,41.21,3.4,2,10,33.32
74.6,41.21,3.4,3,5,27.7
74.6,41.21,3.4,3,6,32.75
74.6,41.21,3.4,3,8,18.62
74.6,41.21,3.4,3,9,17.64
74.6,41.21,3.4,3,10,31.54
74.6,41.21,3.4,4,7,20.51
74.6,41.21,3.4,4,8,20.03
74.6,41.21,3.4,4,10,13.19
74.6,41.21,3.4,5,6,26.2
74.6,41.21,3.4,5,9,24.8
74.6,41.21,3.4,7,8,24.49
74.6,41.21,3.4,7,10,11.89
74.6,41.21,3.4,8,10,9.47
94.5,34.74,3.59,0,1,11.99
94.5,34.74,3.59,0,2,31.35
94.5,34.74,3.59,0,3,6.75
94.5,34.74,3.59,0,5,27.58
94.5,34.74,3.59,0,7,28.13
94.5,34.74,3.59,0,8,18.89
94.5,34.74,3.59,0,9,22.54
94.5,34.74,3.59,0,10,19.9
94.5,34.74,3.59,1,2,23.29
94.5,34.74,3.59,1,3,15.17
94.5,34.74,3.59,1,5,28.38
94.5,34.74,3.59,1,7,28.97
94.5,34.74,3.59,1,8,30.26
94.5,34.74,3.59,1,9,7.42
94.5,34.74,3.59,1,10,24.52
94.5,34.74,3.59,2,7,19.04
94.5,34.74,3.59,2,9,20.32
94.5,34.74,3.59,2,10,34.83
94.5,34.74,3.59,3,5,22.58
94.5,34.74,3.59,3,6,29.73
94.5,34.74,3.59,3,8,20.98
94.5,34.74,3.59,3,9,18.03
94.5,34.74,3.59,3,10,28.3
94.5,34.74,3.59,4,7,18.26
94.5,34.74,3.59,4,8,20.0
94.5,34.74,3.59,4,10,13.58
94.5,34.74,3.59,5,6,28.03
94.5,34.74,3.59,5,9,24.34
94.5,34.74,3.59,7,8,20.44
94.5,34.74,3.59,7,10,12.35
94.5,34.74,3.59,8,10,9.07
67.9,55.72,2.74,0,1,13.34
67.9,55.72,2.74,0,2,37.62
67.9,55.72,2.74,0,3,7.08
67.9,55.72,2.74,0,5,31.02
67.9,55.72,2.74,0,7,33.62
67.9,55.72,2.74,0,8,21.32
67.9,55.72,2.74,0,9,24.26
67.9,55.72,2.74,0,10,22.23
67.9,55.72,2.74,1,2,27.2
67.9,55.72,2.74,1,3,17.98
67.9,55.72,2.74,1,5,25.59
67.9,55.72,2.74,1,7,27.92
67.9,55.72,2.74,1,8,30.26
67.9,55.72,2.74,1,9,8.64
67.9,55.72,2.74,1,10,32.55
67.9,55.72,2.74,2,7,25.62
67.9,55.72,2.74,2,9,19.39
67.9,55.72,2.74,2,10,39.31
67.9,55.72,2.74,3,5,27.21
67.9,55.72,2.74,3,6,32.47
67.9,55.72,2.74,3,8,19.15
67.9,55.72,2.74,3,9,20.73
67.9,55.72,2.74,3,10,32.07
67.9,55.72,2.74,4,7,20.05
67.9,55.72,2.74,4,8,20.75
67.9,55.72,2.74,4,10,13.91
67.9,55.72,2.74,5,6,26.13
67.9,55.72,2.74,5,9,29.27
67.9,55.72,2.74,7,8,21.57
67.9,55.72,2.74,7,10,13.19
67.9,55.72,2.74,8,10,10.83
95.8,46.18,1.73,0,1,11.15
95.8,46.18,1.73,0,2,29.98
95.8,46.18,1.73,0,3,5.46
95.8,46.18,1.73,0,5,21.5
95.8,46.18,1.73,0,7,24.25
95.8,46.18,1.73,0,8,18.37
95.8,46.18,1.73,0,9,18.81
95.8,46.18,1.73,0,10,15.19
95.8,46.18,1.73,1,2,21.72
95.8,46.18,1.73,1,3,13.64
95.8,46.18,1.73,1,5,21.8
95.8,46.18,1.73,1,7,27.13
95.8,46.18,1.73,1,8,24.31
95.8,46.18,1.73,1,9,6.97
95.8,46.18,1.73,1,10,24.15
95.8,46.18,1.73,2,7,19.7
95.8,46.18,1.73,2,9,15.84
95.8,46.18,1.73,2,10,27.28
95.8,46.18,1.73,3,5,22.91
95.8,46.18,1.73,3,6,26.33
95.8,46.18,1.73,3,8,14.73
95.8,46.18,1.73,3,9,17.11
95.8,46.18,1.73,3,10,28.07
95.8,46.18,1.73,4,7,17.44
95.8,46.18,1.73,4,8,19.44
95.8,46.18,1.73,4,10,11.34
95.8,46.18,1.73,5,6,19.44
95.8,46.18,1.73,5,9,21.73
95.8,46.18,1.73,7,8,19.67
95.8,46.18,1.73,7,10,10.08
95.8,46.18,1.73,8,10,8.64
79.6,0.36,1.89,0,1,6.32
79.6,0.36,1.89,0,2,16.83
79.6,0.36,1.89,0,3,4.76
79.6,0.36,1.89,0,5,20.05
79.6,0.36,1.89,0,7,13.26
79.6,0.36,1.89,0,8,9.97
79.6,0.36,1.89,0,9,13.0
79.6,0.36,1.89,0,10,14.83
79.6,0.36,1.89,1,2,12.72
79.6,0.36,1.89,1,3,8.62
79.6,0.36,1.89,1,5,16.94
79.6,0.36,1.89,1,7,16.97
79.6,0.36,1.89,1,8,17.48
79.6,0.36,1.89,1,9,5.04
79.6,0.36,1.89,1,10,14.57
79.6,0.36,1.89,2,7,11.01
79.6,0.36,1.89,2,9,11.78
79.6,0.36,1.89,2,10,20.72
79.6,0.36,1.89,3,5,14.01
79.6,0.36,1.89,3,6,17.23
79.6,0.36,1.89,3,8,11.82
79.6,0.36,1.89,3,9,10.41
79.6,0.36,1.89,3,10,15.17
79.6,0.36,1.89,4,7,10.1
79.6,0.36,1.89,4,8,12.91
79.6,0.36,1.89,4,10,8.67
79.6,0.36,1.89,5,6,15.84
79.6,0.36,1.89,5,9,14.98
79.6,0.36,1.89,7,8,12.71
79.6,0.36,1.89,7,10,7.77
79.6,0.36,1.89,8,10,5.54
94.4,8.8,3.65,0,1,7.52
94.4,8.8,3.65,0,2,24.02
94.4,8.8,3.65,0,3,6.63
94.4,8.8,3.65,0,5,24.6
94.4,8.8,3.65,0,7,19.52
94.4,8.8,3.65,0,8,16.38
94.4,8.8,3.65,0,9,15.75
94.4,8.8,3.65,0,10,16.23
94.4,8.8,3.65,1,2,17.79
94.4,8.8,3.65,1,3,11.98
94.4,8.8,3.65,1,5,21.51
94.4,8.8,3.65,1,7,22.72
94.4,8.8,3.65,1,8,22.88
94.4,8.8,3.65,1,9,5.74
94.4,8.8,3.65,1,10,21.22
94.4,8.8,3.65,2,7,14.08
94.4,8.8,3.65,2,9,14.66
94.4,8.8,3.65,2,10,27.97
94.4,8.8,3.65,3,5,16.06
94.4,8.8,3.65,3,6,22.79
94.4,8.8,3.65,3,8,16.18
94.4,8.8,3.65,3,9,13.62
94.4,8.8,3.65,3,10,18.79
94.4,8.8,3.65,4,7,13.81
94.4,8.8,3.65,4,8,14.72
94.4,8.8,3.65,4,10,10.92
94.4,8.8,3.65,5,6,22.2
94.4,8.8,3.65,5,9,20.22
94.4,8.8,3.65,7,8,15.43
94.4,8.8,3.65,7,10,9.75
94.4,8.8,3.65,8,10,6.47
45.0,45.33,3.05,0,1,11.89
45.0,45.33,3.05,0,2,34.05
45.0,45.33,3.05,0,3,7.17
45.0,45.33,3.05,0,5,27.75
45.0,45.33,3.05,0,7,29.55
45.0,45.33,3.05,0,8,21.28
45.0,45.33,3.05,0,9,21.75
45.0,45.33,3.05,0,10,20.3
45.0,45.33,3.05,1,2,24.23
45.0,45.33,3.05,1,3,16.11
45.0,45.33,3.05,1,5,26.95
45.0,45.33,3.05,1,7,26.42
45.0,45.33,3.05,1,8,27.72
45.0,45.33,3.05,1,9,7.57
45.0,45.33,3.05,1,10,28.07
45.0,45.33,3.05,2,7,22.74
45.0,45.33,3.05,2,9,21.39
45.0,45.33,3.05,2,10,37.11
45.0,45.33,3.05,3,5,24.48
45.0,45.33,3.05,3,6,32.0
45.0,45.33,3.05,3,8,17.63
45.0,45.33,3.05,3,9,17.84
45.0,45.33,3.05,3,10,33.09
45.0,45.33,3.05,4,7,21.46
45.0,45.33,3.05,4,8,20.97
45.0,45.33,3.05,4,10,13.0
45.0,45.33,3.05,5,6,27.36
45.0,45.33,3.05,5,9,29.62
45.0,45.33,3.05,7,8,22.14
45.0,45.33,3.05,7,10,11.91
45.0,45.33,3.05,8,10,9.81
94.4,42.02,2.28,0,1,12.14
94.4,42.02,2.28,0,2,34.04
94.4,42.02,2.28,0,3,6.77
94.4,42.02,2.28,0,5,26.25
94.4,42.02,2.28,0,7,27.95
94.4,42.02,2.28,0,8,16.39
94.4,42.02,2.28,0,9,20.45
94.4,42.02,2.28,0,10,16.44
94.4,42.02,2.28,1,2,21.76
94.4,42.02,2.28,1,3,13.33
94.4,42.02,2.28,1,5,23.08
94.4,42.02,2.28,1,7,27.98
94.4,42.02,2.28,1,8,22.59
94.4,42.02,2.28,1,9,7.78
94.4,42.02,2.28,1,10,23.33
94.4,42.02,2.28,2,7,18.76
94.4,42.02,2.28,2,9,17.46
94.4,42.02,2.28,2,10,28.82
94.4,42.02,2.28,3,5,21.8
94.4,42.02,2.28,3,6,28.55
94.4,42.02,2.28,3,8,15.38
94.4,42.02,2.28,3,9,16.76
94.4,42.02,2.28,3,10,26.89
94.4,42.02,2.28,4,7,17.11
94.4,42.02,2.28,4,8,18.3
94.4,42.02,2.28,4,10,11.15
94.4,42.02,2.28,5,6,20.65
94.4,42.02,2.28,5,9,26.05
94.4,42.02,2.28,7,8,21.01
94.4,42.02,2.28,7,10,11.75
94.4,42.02,2.28,8,10,9.26
84.4,14.19,0.09,0,1,7.14
84.4,14.19,0.09,0,2,16.78
84.4,14.19,0.09,0,3,3.4
84.4,14.19,0.09,0,5,16.31
84.4,14.19,0.09,0,7,15.39
84.4,14.19,0.09,0,8,8.76
84.4,14.19,0.09,0,9,9.76
84.4,14.19,0.09,0,10,10.05
84.4,14.19,0.09,1,2,12.24
84.4,14.19,0.09,1,3,9.38
84.4,14.19,0.09,1,5,14.33
84.4,14.19,0.09,1,7,14.22
84.4,14.19,0.09,1,8,13.74
84.4,14.19,0.09,1,9,4.24
84.4,14.19,0.09,1,10,13.96
84.4,14.19,0.09,2,7,14.19
84.4,14.19,0.09,2,9,12.82
84.4,14.19,0.09,2,10,17.97
84.4,14.19,0.09,3,5,13.22
84.4,14.19,0.09,3,6,15.18
84.4,14.19,0.09,3,8,10.24
84.4,14.19,0.09,3,9,11.99
84.4,14.19,0.09,3,10,15.59
84.4,14.19,0.09,4,7,9.92
84.4,14.19,0.09,4,8,10.33
84.4,14.19,0.09,4,10,7.64
84.4,14.19,0.09,5,6,13.97
84.4,14.19,0.09,5,9,14.08
84.4,14.19,0.09,7,8,11.47
84.4,14.19,0.09,7,10,6.74
84.4,14.19,0.09,8,10,5.28
17.7,5.56,2.18,0,1,10.24
17.7,5.56,2.18,0,2,24.78
17.7,5.56,2.18,0,3,6.48
17.7,5.56,2.18,0,5,23.42
17.7,5.56,2.18,0,7,21.24
17.7,5.56,2.18,0,8,14.74
17.7,5.56,2.18,0,9,17.41
17.7,5.56,2.18,0,10,20.3
17.7,5.56,2.18,1,2,18.68
17.7,5.56,2.18,1,3,13.74
17.7,5.56,2.18,1,5,23.85
17.7,5.56,2.18,1,7,23.46
17.7,5.56,2.18,1,8,21.45
17.7,5.56,2.18,1,9,6.45
17.7,5.56,2.18,1,10,21.77
17.7,5.56,2.18,2,7,17.37
17.7,5.56,2.18,2,9,20.73
17.7,5.56,2.18,2,10,29.48
17.7,5.56,2.18,3,5,17.61
17.7,5.56,2.18,3,6,25.17
17.7,5.56,2.18,3,8,16.54
17.7,5.56,2.18,3,9,18.34
17.7,5.56,2.18,3,10,21.93
17.7,5.56,2.18,4,7,17.28
17.7,5.56,2.18,4,8,16.52
17.7,5.56,2.18,4,10,11.33
17.7,5.56,2.18,5,6,23.75
17.7,5.56,2.18,5,9,25.58
17.7,5.56,2.18,7,8,18.91
17.7,5.56,2.18,7,10,10.44
17.7,5.56,2.18,8,10,8.12
90.6,57.98,3.78,0,1,15.98
90.6,57.98,3.78,0,2,45.37
90.6,57.98,3.78,0,3,8.49
90.6,57.98,3.78,0,5,38.06
90.6,57.98,3.78,0,7,35.72
90.6,57.98,3.78,0,8,26.06
90.6,57.98,3.78,0,9,29.27
90.6,57.98,3.78,0,10,27.03
90.6,57.98,3.78,1,2,29.69
90.6,57.98,3.78,1,3,18.29
90.6,57.98,3.78,1,5,29.31
90.6,57.98,3.78,1,7,34.28
90.6,57.98,3.78,1,8,34.59
90.6,57.98,3.78,1,9,8.86
90.6,57.98,3.78,1,10,37.64
90.6,57.98,3.78,2,7,25.64
90.6,57.98,3.78,2,9,25.04
90.6,57.98,3.78,2,10,43.48
90.6,57.98,3.78,3,5,33.23
90.6,57.98,3.78,3,6,40.0
90.6,57.98,3.78,3,8,24.58
90.6,57.98,3.78,3,9,24.56
90.6,57.98,3.78,3,10,39.43
90.6,57.98,3.78,4,7,21.65
90.6,57.98,3.78,4,8,23.3
90.6,57.98,3.78,4,10,14.49
90.6,57.98,3.78,5,6,31.29
90.6,57.98,3.78,5,9,31.3
90.6,57.98,3.78,7,8,26.81
90.6,57.98,3.78,7,10,15.29
90.6,57.98,3.78,8,10,12.32
54.9,15.63,2.39,0,1,7.3
54.9,15.63,2.39,0,2,23.99
54.9,15.63,2.39,0,3,5.35
54.9,15.63,2.39,0,5,23.72
54.9,15.63,2.39,0,7,17.75
54.9,15.63,2.39,0,8,13.83
54.9,15.63,2.39,0,9,14.28
54.9,15.63,2.39,0,10,15.24
54.9,15.63,2.39,1,2,15.57
54.9,15.63,2.39,1,3,10.96
54.9,15.63,2.39,1,5,18.17
54.9,15.63,2.39,1,7,21.28
54.9,15.63,2.39,1,8,20.67
54.9,15.63,2.39,1,9,6.23
54.9,15.63,2.39,1,10,18.14
54.9,15.63,2.39,2,7,14.81
54.9,15.63,2.39,2,9,13.98
54.9,15.63,2.39,2,10,26.31
54.9,15.63,2.39,3,5,15.58
54.9,15.63,2.39,3,6,23.35
54.9,15.63,2.39,3,8,13.68
54.9,15.63,2.39,3,9,14.62
54.9,15.63,2.39,3,10,19.79
54.9,15.63,2.39,4,7,12.38
54.9,15.63,2.39,4,8,13.4
54.9,15.63,2.39,4,10,10.73
54.9,15.63,2.39,5,6,19.58
54.9,15.63,2.39,5,9,18.71
54.9,15.63,2.39,7,8,14.79
54.9,15.63,2.39,7,10,9.62
54.9,15.63,2.39,8,10,7.06
78.9,30.94,2.81,0,1,10.39
78.9,30.94,2.81,0,2,28.89
78.9,30.94,2.81,0,3,6.26
78.9,30.94,2.81,0,5,25.52
78.9,30.94,2.81,0,7,26.21
78.9,30.94,2.81,0,8,17.36
78.9,30.94,2.81,0,9,20.1
78.9,30.94,2.81,0,10,20.19
78.9,30.94,2.81,1,2,19.78
78.9,30.94,2.81,1,3,12.57
78.9,30.94,2.81,1,5,21.16
78.9,30.94,2.81,1,7,27.55
78.9,30.94,2.81,1,8,25.46
78.9,30.94,2.81,1,9,7.74
78.9,30.94,2.81,1,10,23.58
78.9,30.94,2.81,2,7,19.01
78.9,30.94,2.81,2,9,16.82
78.9,30.94,2.81,2,10,32.48
78.9,30.94,2.81,3,5,22.35
78.9,30.94,2.81,3,6,27.84
78.9,30.94,2.81,3,8,18.47
78.9,30.94,2.81,3,9,16.54
78.9,30.94,2.81,3,10,24.03
78.9,30.94,2.81,4,7,15.8
78.9,30.94,2.81,4,8,19.58
78.9,30.94,2.81,4,10,10.47
78.9,30.94,2.81,5,6,22.32
78.9,30.94,2.81,5,9,25.07
78.9,30.94,2.81,7,8,19.33
78.9,30.94,2.81,7,10,11.34
78.9,30.94,2.81,8,10,8.09
75.3,43.79,0.45,0,1,10.43
75.3,43.79,0.45,0,2,26.19
75.3,43.79,0.45,0,3,3.96
75.3,43.79,0.45,0,5,16.7
75.3,43.79,0.45,0,7,22.11
75.3,43.79,0.45,0,8,13.02
75.3,43.79,0.45,0,9,12.96
75.3,43.79,0.45,0,10,12.9
75.3,43.79,0.45,1,2,16.5
75.3,43.79,0.45,1,3,11.5
75.3,43.79,0.45,1,5,19.33
75.3,43.79,0.45,1,7,21.49
75.3,43.79,0.45,1,8,15.48
75.3,43.79,0.45,1,9,4.93
75.3,43.79,0.45,1,10,19.99
75.3,43.79,0.45,2,7,15.88
75.3,43.79,0.45,2,9,13.32
75.3,43.79,0.45,2,10,24.45
75.3,43.79,0.45,3,5,17.64
75.3,43.79,0.45,3,6,19.24
75.3,43.79,0.45,3,8,12.71
75.3,43.79,0.45,3,9,14.61
75.3,43.79,0.45,3,10,20.95
75.3,43.79,0.45,4,7,13.74
75.3,43.79,0.45,4,8,14.65
75.3,43.79,0.45,4,10,8.53
75.3,43.79,0.45,5,6,14.6
75.3,43.79,0.45,5,9,17.98
75.3,43.79,0.45,7,8,15.02
75.3,43.79,0.45,7,10,9.53
75.3,43.79,0.45,8,10,6.99
13.5,12.93,1.17,0,1,9.68
13.5,12.93,1.17,0,2,25.69
13.5,12.93,1.17,0,3,5.93
13.5,12.93,1.17,0,5,22.05
13.5,12.93,1.17,0,7,24.95
13.5,12.93,1.17,0,8,15.65
13.5,12.93,1.17,0,9,15.24
13.5,12.93,1.17,0,10,17.85
13.5,12.93,1.17,1,2,19.66
13.5,12.93,1.17,1,3,13.22
13.5,12.93,1.17,1,5,24.74
13.5,12.93,1.17,1,7,26.27
13.5,12.93,1.17,1,8,22.14
13.5,12.93,1.17,1,9,6.85
13.5,12.93,1.17,1,10,22.64
13.5,12.93,1.17,2,7,18.04
13.5,12.93,1.17,2,9,18.06
13.5,12.93,1.17,2,10,28.16
13.5,12.93,1.17,3,5,19.96
13.5,12.93,1.17,3,6,23.53
13.5,12.93,1.17,3,8,17.65
13.5,12.93,1.17,3,9,16.99
13.5,12.93,1.17,3,10,24.63
13.5,12.93,1.17,4,7,14.48
13.5,12.93,1.17,4,8,16.14
13.5,12.93,1.17,4,10,11.13
13.5,12.93,1.17,5,6,20.58
13.5,12.93,1.17,5,9,26.63
13.5,12.93,1.17,7,8,16.59
13.5,12.93,1.17,7,10,11.19
13.5,12.93,1.17,8,10,8.54
32.2,26.4,4.68,0,1,13.31
32.2,26.4,4.68,0,2,36.66
32.2,26.4,4.68,0,3,9.63
32.2,26.4,4.68,0,5,36.74
32.2,26.4,4.68,0,7,31.79
32.2,26.4,4.68,0,8,22.26
32.2,26.4,4.68,0,9,28.48
32.2,26.4,4.68,0,10,29.24
